ID,NAME,CATEGORY,SUBCATEGORY,LON,LAT,SRID,WKT,INTERNATIONAL_NAME,STREET,WIKIPEDIA,PHONE,CITY,EMAIL,ALTERNATIVE_NAME,OPENING_HOURS,DESCRIPTION,WEBSITE,LAST_UPDATE,OPERATOR,POSTCODE,COUNTRY,FAX,IMAGE,HOUSENUMBER,OTHER_TAGS
node/26863151,Hintere Schwärze,TOURISM,PEAK,10.9146852,46.7734046,4326,POINT (10.914685200000001 46.773404600000006),,,it:Cima Nera (Alpi Venoste),,,,,,,,,,,,,,,"{""name:de"":""Hintere Schwärze"",""natural"":""peak"",""name"":""Hintere Schwärze"",""name:it"":""Cima Nera"",""source"":""basemap.at"",""wikidata"":""Q427549"",""ele"":""3624"",""prominence"":""805""}"
node/26863279,Jôf di Miezegnot,TOURISM,PEAK,13.453627,46.476688,4326,POINT (13.453627000000001 46.476688),,,it:Jof di Miezegnot,,,,,,,,,,,,,,,"{""name:de"":""Malborgether Mittagskofel"",""natural"":""peak"",""name"":""Jôf di Miezegnot"",""name:it"":""Jôf di Miezegnot"",""summit:cross"":""yes"",""name:sl"":""Poldnašnja špica"",""summit:register"":""yes"",""wikidata"":""Q3808777"",""ele"":""2087""}"
node/26863280,Jôf di Montasio,TOURISM,PEAK,13.4339244,46.4357605,4326,POINT (13.4339244 46.4357605),,,it:Jôf di Montasio,,,,,,,,,,,,,,,"{""natural"":""peak"",""man_made"":""campanile"",""alt_name:sl"":""Špik nad Policami"",""name:sl"":""Montaž"",""old_name:de"":""Bramkofel"",""name:de"":""Montasch"",""name"":""Jôf di Montasio"",""summit:cross"":""yes"",""name:fur"":""Jôf dal Montâs"",""wikidata"":""Q1759191"",""ele"":""2754"",""prominence"":""1596""}"
node/26863316,Kanin / Canin,TOURISM,PEAK,13.4390292,46.360145,4326,POINT (13.4390292 46.360145),,,it:Monte Canin,,,,Monte Canin Alto,,,,,,,,,,,"{""natural"":""peak"",""name:sl"":""Kanin"",""name"":""Kanin / Canin"",""name:it"":""Canin"",""summit:cross"":""yes"",""loc_name"":""Ćanïn"",""summit:register"":""yes"",""name:fur"":""La Mont Cjanìne"",""wikidata"":""Q1723772"",""ele"":""2587"",""prominence"":""1403""}"
node/26863323,Kapinberg / Monte Capin di ponente,TOURISM,PEAK,13.569172,46.5396812,4326,POINT (13.569172 46.539681200000004),,,,,,,,,,,,,,,,,,"{""name:de"":""Kapinberg"",""natural"":""peak"",""name"":""Kapinberg / Monte Capin di ponente"",""name:it"":""Monte Capin di ponente"",""name:fur"":""Capìn"",""ele"":""1735""}"
node/26863478,La Marzola,TOURISM,PEAK,11.1874892,46.0319501,4326,POINT (11.1874892 46.0319501),,,it:Marzola,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""La Marzola"",""wikidata"":""Q3850579"",""ele"":""1737"",""prominence"":""1055""}"
node/26863482,La Paganella,TOURISM,PEAK,11.0374405,46.1432672,4326,POINT (11.0374405 46.143267200000004),,,it:Paganella,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""La Paganella"",""wikidata"":""Q2046117"",""ele"":""2125"",""prominence"":""1099""}"
node/26863488,Schiara,TOURISM,PEAK,12.1822222,46.23,4326,POINT (12.1822222 46.230000000000004),,,it:Schiara,,,,,,,,,,,,,,,"{""name"":""Schiara"",""natural"":""peak"",""wikidata"":""Q3861991"",""ele"":""2565""}"
node/26863713,Cima Campo,TOURISM,PEAK,11.6879398,45.9998035,4326,POINT (11.6879398 45.999803500000006),,,,,,,,,,,,,,,,,,"{""name"":""Cima Campo"",""natural"":""peak"",""ele"":""1512""}"
node/26863784,Monte Altissimo di Nago,TOURISM,PEAK,10.8888535,45.8100909,4326,POINT (10.888853500000002 45.810090900000006),,,it:Monte Altissimo di Nago,,,,,,,,,,,,,,,"{""name"":""Monte Altissimo di Nago"",""natural"":""peak"",""wikidata"":""Q2448521"",""ele"":""2079""}"
node/26863785,Monte Amariana,TOURISM,PEAK,13.0803831,46.400662,4326,POINT (13.0803831 46.400662000000004),,,it:Monte Amariana,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Amariana"",""summit:register"":""yes"",""name:fur"":""Mariane"",""wikidata"":""Q1092929"",""ele"":""1905""}"
node/26863797,Monte Bivera,TOURISM,PEAK,12.6419964,46.4413775,4326,POINT (12.6419964 46.4413775),,,it:Monte Bìvera,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Bivera"",""summit:cross"":""yes"",""loc_name"":""Beisplkouvl;Mittertochkogel"",""summit:register"":""yes"",""name:fur"":""La Bivare"",""wikidata"":""Q3548146"",""ele"":""2474""}"
node/26863799,Monte Brentoni (Cima di mezzo),TOURISM,PEAK,12.5658983,46.5125311,4326,POINT (12.5658983 46.512531100000004),,,it:Monte Brentoni,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Brentoni (Cima di mezzo)"",""wikidata"":""Q3861253"",""ele"":""2545"",""prominence"":""1017""}"
node/26863801,Monte Cadria,TOURISM,PEAK,10.6983253,45.9385884,4326,POINT (10.6983253 45.9385884),,,it:Monte Cadria,,,,Monte Geometra,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cadria"",""wikidata"":""Q1545440"",""ele"":""2250"",""prominence"":""1434""}"
node/26863811,Monte Caplone,TOURISM,PEAK,10.641351,45.8021777,4326,POINT (10.641351 45.8021777),,,it:Monte Caplone,,,,Cima della Guardia,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Caplone"",""wikidata"":""Q3861306"",""ele"":""1976"",""prominence"":""1234""}"
node/26863820,Monte Cesen,TOURISM,PEAK,12.0113763,45.9459356,4326,POINT (12.0113763 45.945935600000006),,,it:Monte Cesen,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cesen"",""summit:cross"":""yes"",""wikidata"":""Q1672403"",""ele"":""1570""}"
node/26863823,Monte Cevedale,TOURISM,PEAK,10.6165899,46.4436507,4326,POINT (10.616589900000001 46.443650700000006),,,it:Monte Cevedale,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cevedale"",""summit:cross"":""yes"",""wikidata"":""Q1287528"",""ele"":""3769""}"
node/26863824,Monte Chiadin (cima ovest),TOURISM,PEAK,12.738573,46.5972591,4326,POINT (12.738573 46.5972591),,,,,,,Monte Ciadin,,,,,,,,,,,"{""name:de"":""Kadin Kofel"",""natural"":""peak"",""name"":""Monte Chiadin (cima ovest)"",""summit:cross"":""yes"",""inscription"":""APH 7.10.93 Sciauge olbm oar!"",""loc_name"":""Kór"",""summit:register"":""no"",""name:fur"":""Cjadìn"",""ele"":""2287""}"
node/26863825,Cjampon,TOURISM,PEAK,13.1811838,46.2945179,4326,POINT (13.181183800000001 46.2945179),,,it:Monte Chiampon,,,,Monte Chiampon,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cjampon"",""summit:cross"":""yes"",""name:sl"":""Veliki Karman"",""summit:register"":""yes"",""wikidata"":""Q3861442"",""ele"":""1709""}"
node/26863828,Monte Cimone,TOURISM,PEAK,10.7002815,44.193672,4326,POINT (10.700281500000001 44.193672),,,it:Monte Cimone,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""Monte Cimone"",""name:sl"":""Strma Peč"",""wikidata"":""Q1945818"",""ele"":""2165"",""prominence"":""1577""}"
node/26863830,Monte Civetta,TOURISM,PEAK,12.0533469,46.3801303,4326,POINT (12.053346900000001 46.380130300000005),,,,,,,,,,,,,,,,,,"{""name"":""Monte Civetta"",""summit:cross"":""yes"",""natural"":""peak"",""ele"":""3220"",""prominence"":""1454""}"
node/26863834,Monte Cornaget,TOURISM,PEAK,12.5844444,46.3119444,4326,POINT (12.5844444 46.3119444),,,it:Cornaget,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cornaget"",""name:fur"":""Cornagjet"",""wikidata"":""Q3693647"",""ele"":""2323""}"
node/26863835,Monte Cornetto,TOURISM,PEAK,12.4170623,46.274263,4326,POINT (12.417062300000001 46.274263000000005),,,,,,,,,,,,,,,,,,"{""name"":""Monte Cornetto"",""natural"":""peak"",""ele"":""1793""}"
node/26863836,Monte Corno - Trudner Horn,TOURISM,PEAK,11.3238241,46.2898752,4326,POINT (11.323824100000001 46.289875200000004),,,it:Monte Corno (Bolzano),,,,,,,,,,,,,,,"{""name:de"":""Trudner Horn"",""natural"":""peak"",""name"":""Monte Corno - Trudner Horn"",""name:it"":""Monte Corno"",""wikidata"":""Q2456159"",""ele"":""1781""}"
node/26863839,Monte Creta Forata,TOURISM,PEAK,12.7363557,46.5426414,4326,POINT (12.7363557 46.5426414),,,it:Creta Forata,,,,,,,,,,,,,,,"{""name:de"":""Preitkofel"",""natural"":""peak"",""name"":""Monte Creta Forata"",""summit:cross"":""yes"",""loc_name"":""Cret Grant di Flaudona"",""summit:register"":""yes"",""name:fur"":""Crete Foràde"",""wikidata"":""Q2271750"",""ele"":""2462""}"
node/26863840,Monte Cristallo,TOURISM,PEAK,12.2005443,46.5754463,4326,POINT (12.2005443 46.5754463),,,it:Monte Cristallo,,,,,,,,,,,,,,,"{""name:de"":""Kristallberg"",""natural"":""peak"",""name"":""Monte Cristallo"",""wikidata"":""Q1945814"",""ele"":""3221"",""prominence"":""1416""}"
node/26863844,Monte Cuar,TOURISM,PEAK,12.9966589,46.2744496,4326,POINT (12.996658900000002 46.274449600000004),,,,,,,,,,,,,,,,,,"{""name"":""Monte Cuar"",""natural"":""peak"",""name:fur"":""Mont di Cuàr"",""ele"":""1478""}"
node/26863856,Monte Dosaip,TOURISM,PEAK,12.6372649,46.2839283,4326,POINT (12.6372649 46.2839283),,,,,,,,,,,,,,,,,,"{""name"":""Monte Dosaip"",""loc_name"":""Nosàip"",""natural"":""peak"",""name:fur"":""Dosàip"",""ele"":""2062""}"
node/26863874,Monte Gottero,TOURISM,PEAK,9.6784249,44.3632997,4326,POINT (9.678424900000001 44.363299700000006),,,it:Monte Gottero,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""Monte Gottero"",""wikidata"":""Q1945847"",""ele"":""1639""}"
node/26863875,Monte Grappa,TOURISM,PEAK,11.7992028,45.8734305,4326,POINT (11.799202800000002 45.873430500000005),,,it:Monte Grappa,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Grappa"",""wikidata"":""Q701820"",""ele"":""1776.50"",""prominence"":""1456""}"
node/26863901,Monte Mezza,TOURISM,PEAK,11.5816667,46.0455556,4326,POINT (11.581666700000001 46.0455556),,,,,,,,,,,,,,,,,,"{""name"":""Monte Mezza"",""summit:cross"":""yes"",""natural"":""peak"",""ele"":""1678""}"
node/26863902,Monte Mia,TOURISM,PEAK,13.4786332,46.2216914,4326,POINT (13.4786332 46.221691400000005),,,,,,,,,,,,,,,,,,"{""name"":""Monte Mia"",""name:it"":""Monte Mia"",""name:sl"":""Mija"",""natural"":""peak"",""ele"":""1237""}"
node/26863918,Monte Pala Nord,TOURISM,PEAK,12.9307879,46.2486305,4326,POINT (12.9307879 46.248630500000004),,,,,,,,,,,,,,,,,,"{""name"":""Monte Pala Nord"",""natural"":""peak"",""ele"":""1230""}"
node/26863919,Monte Palantarins,TOURISM,PEAK,13.0850073,46.299773,4326,POINT (13.085007300000001 46.299773),,,,,,,,,,,,,,,,,,"{""name"":""Monte Palantarins"",""natural"":""peak"",""wikidata"":""Q31655577"",""ele"":""1049""}"
node/26863922,Monte Pavione,TOURISM,PEAK,11.8214153,46.1045095,4326,POINT (11.8214153 46.104509500000006),,,it:Monte Pavione,,,,,,,,,,,,,,,"{""name"":""Monte Pavione"",""natural"":""peak"",""wikidata"":""Q3861814"",""ele"":""2334""}"
node/26863925,Monte Pelmo,TOURISM,PEAK,12.1347283,46.4199771,4326,POINT (12.1347283 46.419977100000004),,,,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Pelmo"",""summit:cross"":""yes"",""summit:register"":""yes"",""ele"":""3172"",""prominence"":""1191""}"
node/26863928,Monte Peralba,TOURISM,PEAK,12.7199201,46.6296155,4326,POINT (12.719920100000001 46.6296155),,,it:Monte Peralba,,,,,,,,,,,,,,,"{""name:de"":""Hochweißstein"",""natural"":""peak"",""name"":""Monte Peralba"",""summit:cross"":""yes"",""summit:register"":""yes"",""wikidata"":""Q949153"",""alt_name:de"":""Jochkouvl"",""ele"":""2694""}"
node/26863935,Monte Piombada,TOURISM,PEAK,12.9582977,46.3475659,4326,POINT (12.958297700000001 46.347565900000006),,,,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Piombada"",""summit:cross"":""yes"",""summit:register"":""yes"",""name:fur"":""la Plombade"",""ele"":""1746""}"
node/26863942,Monte Pramaggiore,TOURISM,PEAK,12.5535699,46.3649347,4326,POINT (12.553569900000001 46.364934700000006),,,it:Monte Pramaggiore,,,,Monte Pramaggiore (Forni di Sopra),,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Pramaggiore"",""summit:cross"":""yes"",""summit:register"":""yes"",""name:fur"":""Pramaiôr"",""wikidata"":""Q3861869"",""ele"":""2478""}"
node/26863945,Monte Re,TOURISM,PEAK,13.5570478,46.4560625,4326,POINT (13.557047800000001 46.4560625),,,it:Monte Re,,,,,,,,,,,,,,,"{""name:de"":""Königsberg"",""natural"":""peak"",""name"":""Monte Re"",""name:it"":""Monte Re"",""name:sl"":""Kraljevska spica"",""wikidata"":""Q3861892"",""ele"":""1912""}"
node/26863947,Monte Resettum,TOURISM,PEAK,12.5772222,46.2397222,4326,POINT (12.577222200000001 46.2397222),,,,,,,Monte Forcia Bassa,,,,,,,,,,,"{""name"":""Monte Resettum"",""natural"":""peak"",""ele"":""2067""}"
node/26863948,Monte Rinaldo,TOURISM,PEAK,12.6580795,46.5990179,4326,POINT (12.658079500000001 46.5990179),,,,,,,,,,,,,,,,,,"{""name"":""Monte Rinaldo"",""natural"":""peak"",""ele"":""2473""}"
node/26863949,Monte Rione,TOURISM,PEAK,11.2991623,45.770834,4326,POINT (11.2991623 45.770834),,,,,,,,,,,,,,,,,,"{""name"":""Monte Rione"",""tourism"":""viewpoint"",""natural"":""peak"",""ele"":""1691""}"
node/26863950,Monte Rite,TOURISM,PEAK,12.2578732,46.3845351,4326,POINT (12.2578732 46.3845351),,,it:Monte Rite,,,,,,,,,,,,,,,"{""name"":""Monte Rite"",""natural"":""peak"",""wikidata"":""Q1231982"",""ele"":""2183""}"
node/26863951,Sasso di Bosconero,TOURISM,PEAK,12.2681893,46.3366435,4326,POINT (12.268189300000001 46.3366435),,,it:Sasso di Bosconero,,,,,,,,,,,,,,,"{""natural"":""peak"",""man_made"":""survey_point"",""name"":""Sasso di Bosconero"",""wikidata"":""Q3950690"",""ele"":""2469""}"
node/26863952,Roen,TOURISM,PEAK,11.1920696,46.3604329,4326,POINT (11.1920696 46.360432900000006),,,de:Roen,,,,,,,,,,,,,,,"{""name:de"":""Roen"",""natural"":""peak"",""name"":""Roen"",""name:it"":""Monte Roen"",""summit:cross"":""yes"",""tourism"":""viewpoint"",""old_name:de"":""Rhönberg"",""wikidata"":""Q913922"",""ele"":""2116"",""direction"":""0-360""}"
node/26863969,Monte Sernio,TOURISM,PEAK,13.1376726,46.4750147,4326,POINT (13.1376726 46.4750147),,,it:Monte Sernio,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Sernio"",""summit:cross"":""yes"",""loc_name"":""Crete dal Serenât"",""summit:register"":""yes"",""wikidata"":""Q2560918"",""ele"":""2187""}"
node/26863972,Monte Sillara,TOURISM,PEAK,10.0633034,44.3671359,4326,POINT (10.0633034 44.3671359),,,it:Monte Sillara,,,,,,,,,,,,,,,"{""PDOP"":""1.16"",""natural"":""peak"",""importance"":""regional"",""name"":""Monte Sillara"",""source"":""survey"",""wikidata"":""Q3862014"",""ele"":""1861""}"
node/26863989,Monte Tersadia,TOURISM,PEAK,13.0819694,46.5080198,4326,POINT (13.0819694 46.5080198),,,,,,,,,,,,,,,,,,"{""name"":""Monte Tersadia"",""summit:cross"":""yes"",""natural"":""peak"",""ele"":""1960""}"
node/26863992,Monte Tomatico,TOURISM,PEAK,11.9051345,45.9813946,4326,POINT (11.9051345 45.9813946),,,it:Monte Tomatico,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Tomatico"",""summit:cross"":""yes"",""summit:register"":""yes"",""wikidata"":""Q3862076"",""ele"":""1595""}"
node/26863994,Monte Totoga,TOURISM,PEAK,11.7492946,46.135559,4326,POINT (11.7492946 46.135559),,,it:Monte Totoga,,,,,,,,,,,,,,,"{""name"":""Monte Totoga"",""natural"":""peak"",""wikidata"":""Q3862083"",""ele"":""1705""}"
node/26863997,Monte Valcalda,TOURISM,PEAK,12.8352501,46.3438557,4326,POINT (12.835250100000001 46.343855700000006),,,,,,,Monte Valcalda (Socchieve),,,,,,,,,,,"{""name"":""Monte Valcalda"",""natural"":""peak"",""ele"":""1908""}"
node/26864000,Monte Verena,TOURISM,PEAK,11.4138837,45.9306598,4326,POINT (11.413883700000001 45.9306598),,,it:Monte Verena,,,,,,,,,,,,,,,"{""name"":""Monte Verena"",""natural"":""peak"",""wikidata"":""Q3862119"",""ele"":""2015""}"
node/26864001,Monte Verzegnis,TOURISM,PEAK,12.9056362,46.3631395,4326,POINT (12.9056362 46.3631395),,,it:Monte Verzegnis,,,,Pizzat,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Verzegnis"",""loc_name"":""Mont di Verzegnas"",""name:fur"":""Mont di Verzegnis"",""wikidata"":""Q24934248"",""ele"":""1914"",""prominence"":""1127""}"
node/26864007,Monte Zermula,TOURISM,PEAK,13.1516626,46.5614684,4326,POINT (13.151662600000002 46.5614684),,,it:Monte Zermula,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Zermula"",""name:it"":""Monte Zermula"",""summit:cross"":""yes"",""summit:register"":""yes"",""name:fur"":""La Zèrmule"",""wikidata"":""Q3862140"",""ele"":""2143""}"
node/26864040,Muttler,TOURISM,PEAK,10.3787789,46.900689,4326,POINT (10.3787789 46.900689),,,en:Muttler,,,,,,,,,,,,,,,"{""name"":""Muttler"",""natural"":""peak"",""wikidata"":""Q473561"",""ele"":""3294""}"
node/26864045,Napfspitz,TOURISM,PEAK,12.0396158,47.0600986,4326,POINT (12.0396158 47.0600986),,,de:Napfspitze (Zillertaler Hauptkamm),,,,,,,,,,,,,,,"{""name:de"":""Napfspitze"",""natural"":""peak"",""name"":""Napfspitz"",""name:it"":""Cima Cadini"",""wikidata"":""Q1964857"",""ele"":""3144""}"
node/26864114,Osternig / Oisternig,TOURISM,PEAK,13.4995633,46.5659298,4326,POINT (13.4995633 46.565929800000006),,,it:Osternig,,,,,,,,,,,,,,,"{""name:de"":""Oisternig"",""natural"":""peak"",""name"":""Osternig / Oisternig"",""name:it"":""Monte Osternig"",""name:sl"":""Ojstrnik"",""summit:register"":""yes"",""wikidata"":""Q3886921"",""ele"":""2052"",""prominence"":""620""}"